date,credit_rating,gdp,house_mkt,inflation,monetary,oil,unemp,usd
2004-11-03,1.465158302625635,1.65849981153411,0.44256688795011,4.14624952883528,1.65849981153411,6.026032784344404,1.05053334974211,1.65849981153411
2004-11-04,1.65849981153411,1.05053334974211,0.44256688795011,4.14624952883528,2.5156916523677504,6.0539747194110145,0.8571918408336385,2.48774971730116
2004-11-05,1.465158302625635,1.05053334974211,0.44256688795011,5.80474934036939,3.31699962306822,5.446008257619026,1.2718167937171656,4.14624952883528
2004-11-08,1.465158302625635,2.48774971730116,0.44256688795011,2.1010666994842206,1.465158302625635,6.026032784344404,0.829249905767056,3.31699962306822
2004-11-09,1.2718167937171656,1.65849981153411,0.44256688795011,1.8797832555091651,2.48774971730116,5.80474934036939,2.48774971730116,2.48774971730116
2004-11-10,2.1010666994842206,1.65849981153411,0.829249905767056,4.14624952883528,4.1741914639018605,10.7802487749717,0.829249905767056,3.31699962306822
2004-11-11,2.1010666994842206,2.1010666994842206,0.829249905767056,3.538283067043275,5.860633210502555,6.4685996722945145,0.829249905767056,3.31699962306822
2004-11-12,1.05053334974211,1.465158302625635,0.829249905767056,2.1010666994842206,3.3449415581348054,5.639349766527499,0.885133775900221,3.31699962306822
2004-11-15,0.635908396858583,1.65849981153411,0.829249905767056,3.12365811415975,4.97549943460233,9.95099886920467,1.65849981153411,3.31699962306822
2004-11-16,3.31699962306822,0.44256688795011,1.65849981153411,2.1010666994842206,1.465158302625635,3.952908019926805,1.65849981153411,1.65849981153411
2004-11-17,1.714383681667275,2.48774971730116,1.65849981153411,4.1741914639018605,2.294408208392695,4.58881641678539,0.829249905767056,1.65849981153411
2004-11-18,0.829249905767056,0.829249905767056,1.2718167937171656,2.9303166052512757,2.5156916523677504,5.83269127543596,0.829249905767056,5.80474934036939
2004-11-19,0.829249905767056,1.6864417466006905,0.44256688795011,3.31699962306822,1.465158302625635,2.5156916523677504,0.829249905767056,1.05053334974211
2004-11-22,0.829249905767056,0.829249905767056,0.44256688795011,4.97549943460233,6.63399924613644,4.58881641678539,0.829249905767056,4.14624952883528
2004-11-23,0.635908396858583,1.65849981153411,0.829249905767056,4.14624952883528,1.8797832555091651,5.22472481364397,0.829249905767056,1.8797832555091651
2004-11-24,0.635908396858583,0.44256688795011,0.829249905767056,2.1290086345508,1.05053334974211,5.196782878577389,0.829249905767056,2.48774971730116
2004-11-26,0.829249905767056,0.44256688795011,0.8571918408336385,1.05053334974211,1.05053334974211,3.12365811415975,1.32770066385033,1.8797832555091651
2004-11-29,1.65849981153411,4.14624952883528,0.8571918408336385,5.80474934036939,3.31699962306822,7.4632491519035,2.48774971730116,3.31699962306822
2004-11-30,1.65849981153411,2.48774971730116,0.829249905767056,3.31699962306822,2.48774971730116,4.97549943460233,0.829249905767056,4.14624952883528
2004-12-01,0.44808104422365,2.1117338471169558,0.831826401446654,4.1912998507335955,2.49547920433996,5.02312625218025,1.503947967782125,1.6636528028933
2004-12-02,0.639953722835152,2.49547920433996,0.831826401446654,2.719519726451785,1.4717801242818052,5.439039452903575,0.831826401446654,4.15913200723327
2004-12-03,0.831826401446654,1.055866923558475,0.831826401446654,2.3036065257284597,1.88769332500513,5.6630799750154,0.639953722835152,4.99095840867992
2004-12-06,0.831826401446654,1.503947967782125,0.639953722835152,3.3594734492869405,2.9435602485636108,6.046825332238376,2.3679422127291048,5.82278481012658
2004-12-07,1.055866923558475,1.2799074456703006,0.831826401446654,3.1354329271751147,0.639953722835152,3.583513971398765,0.831826401446654,4.15913200723327
2004-12-08,0.639953722835152,1.6636528028933,0.831826401446654,4.15913200723327,1.6958206463936305,4.1912998507335955,0.831826401446654,2.49547920433996
2004-12-09,0.44808104422365,0.44808104422365,0.831826401446654,2.75168756995211,2.49547920433996,9.1500904159132,0.44808104422365,4.99095840867992
2004-12-10,0.831826401446654,1.4717801242818052,0.831826401446654,2.49547920433996,3.32730560578661,5.6630799750154,2.49547920433996,2.49547920433996
2004-12-13,0.831826401446654,3.32730560578661,0.831826401446654,3.3594734492869405,3.1354329271751147,13.3092224231464,0.639953722835152,3.32730560578661
2004-12-14,0.44808104422365,0.831826401446654,0.831826401446654,6.65461121157323,5.82278481012658,3.96725932862177,0.831826401446654,2.49547920433996
2004-12-15,0.639953722835152,1.88769332500513,0.831826401446654,5.02312625218025,2.5276470478402855,4.639380894957245,0.831826401446654,2.49547920433996
2004-12-16,1.6636528028933,1.055866923558475,0.831826401446654,4.15913200723327,2.9435602485636108,9.98191681735985,0.831826401446654,4.99095840867992
2004-12-17,0.831826401446654,1.055866923558475,2.49547920433996,2.1439016906172803,1.6958206463936305,7.48643761301989,1.6958206463936305,4.15913200723327
2004-12-20,0.831826401446654,2.49547920433996,2.49547920433996,3.1354329271751147,4.15913200723327,9.98191681735985,1.6958206463936305,2.49547920433996
2004-12-21,0.639953722835152,2.49547920433996,0.831826401446654,4.15913200723327,2.1117338471169558,5.82278481012658,2.49547920433996,1.6636528028933
2004-12-22,1.6636528028933,0.639953722835152,0.831826401446654,4.15913200723327,4.99095840867992,7.48643761301989,2.49547920433996,1.6636528028933
2004-12-23,2.49547920433996,2.1117338471169558,0.831826401446654,1.6958206463936305,2.49547920433996,3.7753866500102657,1.088034767058802,2.49547920433996
2004-12-27,2.49547920433996,0.831826401446654,0.831826401446654,1.6958206463936305,0.831826401446654,4.15913200723327,1.088034767058802,2.49547920433996
2004-12-28,1.6636528028933,0.831826401446654,0.831826401446654,1.2799074456703006,0.831826401446654,5.21499893079175,0.639953722835152,4.99095840867992
2004-12-29,2.49547920433996,2.49547920433996,1.6636528028933,1.88769332500513,1.6636528028933,7.48643761301989,1.2799074456703006,2.49547920433996
2004-12-30,0.831826401446654,2.1117338471169558,0.831826401446654,1.6636528028933,1.6636528028933,3.1354329271751147,0.8639942449469775,1.4717801242818052
2004-12-31,0.831826401446654,1.2799074456703006,0.831826401446654,1.503947967782125,1.6636528028933,4.15913200723327,1.88769332500513,1.2799074456703006
2005-01-03,0.831826401446654,3.33281691508865,1.5768355548926165,7.081393085770255,4.70177284218479,8.27120320756296,2.5300322263958104,4.078133958795366
