date,GSPCprem
1985-01-31,3.0441455195137976
1985-02-28,-12.062775302314337
1985-03-29,-13.348560257620852
1985-04-30,54.918966553362225
1985-05-31,8.460879760110819
1985-06-28,-12.118267206287676
1985-07-31,-21.673421379484253
1985-08-30,-47.46473591049725
1985-09-30,42.32507794644212
1985-10-31,73.57610744484926
1985-11-29,43.53372711241649
1985-12-31,-4.301774307333172
1986-01-31,84.94478731518734
1986-02-28,54.28906583614071
1986-03-31,-23.31776345293213
1986-04-30,54.175144200931314
1986-05-30,10.085250608024065
1986-06-30,-74.10780427807086
1986-07-31,82.5870270062721
1986-08-29,-101.2884289874555
1986-09-30,58.35663840297903
1986-10-31,22.413534241722882
1986-11-28,-36.24993238565973
1986-12-31,152.4502723501471
1987-01-30,41.87322750295185
1987-02-27,24.23859849330465
1987-03-31,-19.35025402050352
1987-04-30,1.9607262112373158
1987-05-29,48.22380163509556
1987-06-30,50.271711763177876
1987-07-31,34.52736258549993
1987-08-31,-35.2493990868417
1987-09-30,-267.7664971974905
1987-10-30,-104.38481135936064
1987-11-30,79.40333012725945
1987-12-31,44.51178436115969
1988-01-29,42.92214512150285
1988-02-29,-44.341207381258705
1988-03-31,5.989681265419943
1988-04-29,-2.406857731339815
1988-05-31,45.47721490838278
1988-06-30,-13.27756856256299
1988-07-29,-49.05920471026877
1988-08-31,40.37519903647684
1988-09-30,22.90228101878173
1988-10-31,-30.029056980968043
1988-11-30,9.795088133496499
1988-12-30,71.90414012817568
1989-01-31,-45.60390546906207
1989-02-28,15.451761830466047
1989-03-31,55.501348182422234
1989-04-28,29.921812523053262
1989-05-31,-18.119464704994378
1989-06-30,94.63352556143704
1989-07-31,10.219414521537388
1989-08-31,-16.01404324379856
1989-09-29,-36.23238216419064
1989-10-31,12.079589131015254
1989-11-30,18.996391059166072
1989-12-29,-82.62333787940825
1990-01-31,3.2387694892818786
1990-02-28,21.335983704045123
1990-03-30,-39.02377639608217
1990-04-30,99.0361570949275
1990-05-31,-18.781350500826935
1990-06-29,-13.616052984324707
1990-07-31,-117.01614985171962
1990-08-31,-73.19839388189804
1990-09-28,-14.447140558532087
1990-10-31,64.81105731662937
1990-11-30,21.812234347946877
1990-12-31,41.77416123098242
1991-01-31,80.31437013064055
1991-02-28,22.506498995057864
1991-03-28,-5.391127739300303
1991-04-30,39.321580731436555
1991-05-31,-67.10623746312086
1991-06-28,43.39746508298304
1991-07-31,18.048541339377334
1991-08-30,-27.56143509632236
1991-09-30,8.632984368507653
1991-10-31,-59.32115570776647
1991-11-29,121.18633705393411
1991-12-31,-27.01726025061024
1992-01-31,8.48941267764144
1992-02-28,-28.490844957751023
1992-03-31,29.42125655833766
1992-04-30,-2.5033639885137404
1992-05-29,-23.228687342180464
1992-06-30,42.154280656402676
1992-07-31,-31.048101281856685
1992-08-31,7.766712543072035
1992-09-30,-0.1624608273768473
1992-10-30,32.182744391937966
1992-11-30,8.468052004049687
1992-12-31,5.666743666371117
1993-01-29,10.578949670156705
1993-02-26,17.44705346346767
1993-03-31,-33.39017229709225
1993-04-30,26.2981663555556
1993-05-28,-2.23611426368998
1993-06-30,-9.422454821420919
1993-07-30,35.705950692733616
1993-08-31,-14.995516188229834
1993-09-30,21.15397299501127
1993-10-29,-17.554454315472555
1993-11-30,8.57878344576121
1993-12-31,34.74280124900665
1994-01-31,-41.59928225433977
1994-02-28,-56.48497995408387
1994-03-31,10.843901751897452
1994-04-29,10.086787333070067
1994-05-31,-36.31898843027804
1994-06-30,34.9509194893904
1994-07-29,36.74676327353848
1994-08-31,-36.81304175254918
1994-09-30,19.52410838797706
1994-10-31,-52.4255342355913
1994-11-30,9.208940607356794
1994-12-30,21.782425522078313
1995-01-31,40.54104736931684
1995-02-28,25.98712980908729
1995-03-31,30.249031654192457
1995-04-28,33.922777433104734
1995-05-31,19.90425200353832
1995-06-30,31.471207420288252
1995-07-31,-5.791888759758511
1995-08-31,44.50617325851184
1995-09-29,-10.841751859609671
1995-10-31,43.94880339449479
1995-11-30,16.334463366777634
1995-12-29,30.622603819196172
1996-01-31,3.697354092220422
1996-02-29,4.947463101773877
1996-03-29,10.110349765957764
1996-04-30,21.52943898728957
1996-05-31,-2.1385157117940126
1996-06-28,-54.936927539853116
1996-07-31,17.396722348734205
1996-08-30,57.805799611575566
1996-09-30,25.400841675976555
1996-10-31,86.07763646527705
1996-11-29,-29.183591071814714
1996-12-31,66.15688387212448
1997-01-31,2.611187215673379
1997-02-28,-54.557238335111556
1997-03-31,64.91669480451446
1997-04-30,65.19226185935746
1997-05-30,45.64110088091703
1997-06-30,85.69997205917777
1997-07-31,-76.43664616349535
1997-08-29,54.707789289925124
1997-09-30,-45.008616096899
1997-10-31,52.2659567591851
1997-11-28,12.10174235761438
1997-12-31,6.980213121624441
1998-01-30,85.53753329911953
1998-02-27,51.00892880553497
1998-03-31,5.90176333303431
1998-04-30,-28.220483953352417
1998-05-29,39.47802084793488
1998-06-30,-18.458766532961825
1998-07-31,-174.26231777713892
1998-08-31,70.11461782321138
1998-09-30,92.10307428115415
1998-10-30,64.452447261354
1998-11-30,61.04807524817171
1998-12-31,46.55827150002098
1999-01-29,-45.86615176184608
1999-02-26,37.770962073537895
1999-03-31,41.17283298201855
1999-04-30,-36.534903709136096
1999-05-28,54.87727007765484
1999-06-30,-43.12531094560397
1999-07-30,-11.655853033698092
1999-08-31,-39.11215084226254
1999-09-30,72.92529279929654
1999-10-29,16.484591302225994
1999-11-30,62.023555086478
1999-12-31,-64.28379867333983
2000-01-31,-30.49175873494151
