date,dp,dy,ep,de,rvol,bm,ntis,tbl,lty,ltr,tms,dfy,dfr,infl
1994-09-30,-3.5780918384121305,-3.537423816174467,-2.8291155080152084,-0.7489763303969221,0.0016895243,0.2909046586,0.0290191161,0.0462,0.08,-0.0066187168,0.033800000000000004,0.006400000000000003,0.0070887651999999995,0.0094594595
1994-12-30,-3.5516967566569093,-3.559158992199995,-2.708638263453764,-0.8430584932031455,0.002699731,0.2915683,0.0166016236,0.056,0.0799,0.0202492444,0.023899999999999998,0.006400000000000003,-0.007808625700000002,0.0020080321
1995-03-31,-3.6380855754204164,-3.5516967566569093,-2.733249722521028,-0.9048358528993883,0.0012461398,0.3138765419,0.0144031801,0.0573,0.0755,0.0664002399,0.0182,0.0058,-0.0011356214000000087,0.0113560454
1995-06-30,-3.7079869582179725,-3.6236870755688493,-2.761398696474297,-0.9465882617436754,0.0019651736,0.2864296179,0.0082728997,0.0547,0.067,0.1124866679,0.012300000000000005,0.006000000000000005,-0.0222369543,0.0072655218
1995-09-29,-3.7623729254775635,-3.6920971080047305,-2.8101250519881504,-0.9522478734894131,0.0013614246,0.2724949976,0.0063774144,0.0528,0.0663,0.0240155816,0.013499999999999998,0.006099999999999994,0.002537861500000002,0.0045901639
1995-12-29,-3.7993346720581638,-3.7468041426429437,-2.897949959269636,-0.9013847127885279,0.0018545378,0.2550263829,0.0155287852,0.0514,0.0603,0.083728932,0.008899999999999998,0.006699999999999998,-0.016797464400000003,0.0019582245
1996-03-29,-3.823566765191128,-3.7766748756172133,-2.9424889065815236,-0.8810778586096042,0.0043932744,0.2392996154,0.0168940074,0.0496,0.0684,-0.0693105857,0.018800000000000004,0.0068000000000000005,0.020825744599999994,0.0143322476
1996-06-28,-3.8498479284411316,-3.8116555696390657,-2.955444247971818,-0.8944036804693134,0.0025019363,0.2364437252,0.0271937407,0.0509,0.0703,-0.0019536613,0.0194,0.006900000000000003,0.0033789236999999996,0.0064226076
1996-09-30,-3.847389917171492,-3.8228220585513593,-2.9492664892527856,-0.8981234279187063,0.004162893,0.2272973181,0.0295537136,0.0509,0.0704,0.0165233544,0.019500000000000003,0.006900000000000003,0.0032140642999999997,0.007019783
1996-12-31,-3.906355589926097,-3.8314913311036936,-2.951035193004638,-0.9553203969214588,0.0030194243,0.2073427297,0.0240975605,0.0491,0.0673,0.0493489382,0.0182,0.006900000000000003,-0.005777807599999997,0.0050697085
1997-03-31,-3.917545942245285,-3.8956738674266163,-2.934660235558484,-0.9828857066868011,0.0048363311,0.2147802023,0.0211198386,0.0514,0.0723,-0.0324173705,0.020900000000000002,0.0063,0.0103097038,0.0088272383
1997-06-30,-4.067019483487831,-3.910795420250523,-3.0832100440258534,-0.9838094394619774,0.00698692,0.184287615,0.0108474777,0.0493,0.0688,0.0556385733,0.019500000000000003,0.006099999999999994,-0.004915209099999998,0.001875
1997-09-30,-4.12358735156845,-4.055738456133023,-3.148841916752475,-0.9747454348159743,0.0071014066,0.177967857,0.0146506387,0.0495,0.0649,0.0614293123,0.015399999999999997,0.005500000000000005,-0.010674270999999999,0.0056144729
1997-12-31,-4.137092815433343,-4.112948263217503,-3.195884433061569,-0.9412083823717738,0.0142752187,0.1788008842,0.0155787276,0.0516,0.0602,0.0687137261,0.008599999999999997,0.005600000000000008,-0.022541711699999994,0.0006203474
1998-03-31,-4.254759432029992,-4.127843600546436,-3.3273422859796256,-0.9274171460503662,0.0046590418,0.181140396,0.0165051128,0.0503,0.0602,0.01518764,0.009899999999999999,0.006000000000000005,0.0016521335999999994,0.0055796652
1998-06-30,-4.263906551627796,-4.235196274491242,-3.3705732615080324,-0.8933332901197644,0.0046709124,0.178060606,0.0240305882,0.0498,0.0576,0.0441226389,0.007800000000000001,0.006000000000000005,-0.010280110999999995,0.0049321825
1998-09-30,-4.143135709666517,-4.251878861683258,-3.2846704483513967,-0.8584652613151205,0.0215331107,0.2032484042,0.0240925221,0.0461,0.0517,0.083485403,0.005600000000000001,0.006900000000000003,-0.0388010114,0.0036809816
1998-12-31,-4.329440683453013,-4.139919676218616,-3.48421792480604,-0.8452227586469729,0.0103952366,0.1736113154,0.0200632552,0.0439,0.0542,-0.0154720633,0.010299999999999997,0.010100000000000005,0.0239665503,0.0018337408
1999-03-31,-4.359314892167221,-4.313878550986285,-3.512043086677689,-0.847271805489533,0.0100313057,0.1728971707,0.0206772204,0.0444,0.0592,-0.0412967766,0.0148,0.00910000000000001,0.013197888000000001,0.0067114094
1999-06-30,-4.42433827787127,-4.359375687984488,-3.5104824144997897,-0.91385586337148,0.0082215328,0.1542274468,0.0188750654,0.0457,0.0627,-0.024110627,0.017000000000000008,0.00789999999999999,-0.0115278088,0.0072727273
1999-09-30,-4.344860776589405,-4.412672637402817,-3.3734501767951914,-0.9714105997942135,0.007046005,0.1636844982,0.0203906807,0.0468,0.0646,-0.0046680472,0.017800000000000003,0.00810000000000001,-3.1569599999999726e-05,0.0102286402
1999-12-31,-4.477577782763454,-4.341800743601306,-3.4177709248506307,-1.0598068579128235,0.0073789637,0.1471672594,0.0179001767,0.052,0.0682,-0.0226796435,0.0162,0.006400000000000003,0.0147450186,0.0023823705
2000-03-31,-4.4931588523750365,-4.473392925816046,-3.3814285123830174,-1.111730339992019,0.0148851161,0.1499735618,0.0183014257,0.0569,0.0618,0.0883296505,0.004900000000000002,0.006900000000000003,-0.064229307,0.0172311349
2000-06-30,-4.466838016020212,-4.496625060351523,-3.3327821553246055,-1.1340558606956064,0.0154869621,0.1567779616,0.0071410264,0.0569,0.0622,0.0111248414,0.005299999999999999,0.008099999999999996,-0.0068334155,0.0070093458
2000-09-29,-4.475927445490471,-4.488441833451369,-3.286558838244723,-1.1893686072457479,0.0047047293,0.1537894629,0.0044838585,0.06,0.0612,0.0253602714,0.0011999999999999997,0.007300000000000001,0.011026930200000003,0.0075406032
2000-12-29,-4.396214732140832,-4.480587457602359,-3.2735761088698685,-1.122638623270964,0.0141398687,0.1518515036,-0.0022502465,0.0577,0.0558,0.0767406057,-0.001899999999999999,0.008099999999999996,-0.017987460300000008,0.0017271157
2001-03-30,-4.285559929593664,-4.414699317490195,-3.240066951988588,-1.0454929776050763,0.014609127,0.1331135514,-0.0051995393,0.0442,0.0559,0.0120644393,0.011699999999999995,0.008599999999999997,0.0339492285,0.0126436782
2001-06-29,-4.357453946678575,-4.303691131611009,-3.5049964723523663,-0.8524574743262083,0.011470826,0.1252094328,0.0050429431,0.0349,0.059,-0.0194513944,0.024099999999999996,0.00789999999999999,0.0251837051,0.010215664
2001-09-28,-4.191928348979534,-4.354271460382291,-3.6046643309424833,-0.5872640180370503,0.0122886671,0.1486285882,0.0086538503,0.0264,0.0542,0.0675522539,0.0278,0.008599999999999997,-0.0312834939,0.0016853933
2001-12-31,-4.28964101787342,-4.191674187077034,-3.8394479575055884,-0.4501930603678308,0.0072370634,0.1312178459,0.0134699167,0.0169,0.0575,-0.0211326364,0.040600000000000004,0.012800000000000006,0.0359943704,-0.0089736399
2002-03-28,-4.289675359703148,-4.290276543792491,-3.8384418331394023,-0.45123352656374527,0.0067665453,0.2368334023,0.0137640686,0.0179,0.0604,-0.0192512993,0.0425,0.013000000000000012,0.0195723381,0.0118845501
2002-06-28,-4.1224897491626304,-4.270221820418093,-3.6113524338440746,-0.5111373153185559,0.0101293111,0.2665725018,0.0275349472,0.017,0.0566,0.0620574,0.039599999999999996,0.013200000000000003,-0.017602242999999997,0.0061521253
2002-09-30,-3.9435972312791616,-4.13756635862716,-3.3010140512739397,-0.642583180005222,0.0321181305,0.3245551555,0.029309111,0.0163,0.048,0.1230629369,0.031700000000000006,0.012499999999999997,-0.03322223590000001,0.0061145081
2002-12-31,-4.002514281304906,-3.9263408183793467,-3.462263952866238,-0.5402503284386677,0.0186782399,0.2953858956,0.02573892,0.0119,0.0484,0.0073677451,0.0365,0.012399999999999994,0.0170118917,-0.0005524862
2003-03-31,-3.956601250009226,-3.99322571368666,-3.3312853166438274,-0.6253159333653984,0.0138678061,0.2861177008,0.0241014888,0.0113,0.049,0.008154918,0.037700000000000004,0.010600000000000005,0.012172078499999999,0.0182421227
2003-06-30,-4.099086369390221,-3.960244466240602,-3.339527230353939,-0.7595591390362824,0.0072909206,0.2544883373,0.0012557291,0.0092,0.0445,0.0535257809,0.0353,0.012199999999999996,0.0022363852999999975,-0.0027144408
2003-09-30,-4.095158170620028,-4.073375814538606,-3.250983129171457,-0.8441750414485711,0.0048812058,0.2465417826,0.0073209622,0.0094,0.0523,-0.0331744846,0.0429,0.010700000000000001,0.011918186299999998,0.0081654872
2003-12-31,-4.158235764316677,-4.048109371189215,-3.127343481579442,-1.0308922827372355,0.003220908,0.2187398648,0.0069460961,0.009,0.0515,-0.0174534279,0.042499999999999996,0.009800000000000003,0.0159365106,-0.0048596112
2004-03-31,-4.134909089068664,-4.122139326646559,-3.0753695736171793,-1.0595395154514842,0.0035707934,0.2817314655,0.0122458054,0.0094,0.0474,0.0568241344,0.038,0.007800000000000001,-0.0077566466999999945,0.0168204015
2004-06-30,-4.116251010338664,-4.103344190378332,-3.011493430974487,-1.1047575793641773,0.0029793061,0.279631603,0.0144483006,0.0127,0.0532,-0.0522696815,0.040499999999999994,0.0076999999999999985,0.0008896975000000015,0.0122732124
2004-09-30,-4.063251594831171,-4.086538775672581,-2.9597633215243553,-1.1034882733068159,0.002925606,0.2894853015,0.0090860657,0.0165,0.0488,0.0657461276,0.0323,0.008100000000000003,0.0035728031000000077,0.0010542963
2004-12-31,-4.132525483451191,-4.048797256918652,-3.0300800678063426,-1.1024454156448487,0.0028157301,0.2706192427,0.0129602109,0.0219,0.0484,0.016430631,0.0265,0.0068000000000000005,0.005240419399999998,0.0021063718
2005-03-31,-4.066850129556806,-4.093041694905513,-2.9757650694477737,-1.091085060109032,0.0025157385,0.3198568893,0.0090900057,0.0274,0.0488,0.0094949248,0.021400000000000002,0.006600000000000002,-0.0060075368,0.0157645822
2005-06-30,-4.041880992686359,-4.032824976125822,-2.9355723911843956,-1.1063086015019636,0.0032273958,0.3269790569,0.0053659598,0.0297,0.0429,0.0859452104,0.0132,0.009000000000000001,-0.007789938799999993,0.0062079669
2005-09-30,-4.047098312956557,-4.016122421637329,-2.917050782327637,-1.1300475306289202,0.0020065133,0.3178915098,0.0067287092,0.0342,0.0464,-0.0303787244,0.012199999999999996,0.009000000000000001,-0.002238071500000001,0.0221079692
2005-12-30,-4.028717143725602,-4.012988750376628,-2.8834661768721572,-1.1452509668534456,0.002790881,0.3134779566,0.0030712058,0.0389,0.0461,0.0142266628,0.007200000000000005,0.009500000000000008,-0.002669416899999999,-0.0100603622
2006-03-31,-4.040076156155596,-4.003471358500536,-2.8802060467566166,-1.1598701093989794,0.0021691768,0.3160094407,0.0021608169,0.0451,0.0507,-0.0428125027,0.005600000000000001,0.008800000000000002,0.005656871899999999,0.0152439024
2006-06-30,-3.9926136771991367,-4.011818721215423,-2.836264759180689,-1.1563489180184479,0.00405777,0.3148502899,-0.0021864728,0.0479,0.0531,-0.0147429672,0.005200000000000003,0.008899999999999998,-0.005807218099999999,0.0155155155
2006-09-29,-4.015277220726645,-3.964883795751391,-2.8333331251563987,-1.181944095570247,0.0024342804,0.3005932835,-0.0094933356,0.0481,0.0484,0.0682517252,0.00030000000000000165,0.009199999999999993,0.011813841699999994,0.0
2006-12-29,-4.042989223647789,-3.9830980456913556,-2.8564885381941956,-1.186500685453593,0.0014002892,0.2816823997,-0.0150318062,0.0485,0.0491,0.0042853884,0.0005999999999999964,0.009000000000000001,0.009254423500000001,-0.0054213898
2007-03-30,-4.020574470715256,-4.018771119939832,-2.838371395437049,-1.1822030752782071,0.0035148508,0.2690500135,-0.0124806913,0.0494,0.0493,0.0081254047,-0.00010000000000000286,0.009700000000000007,-0.0083135536,0.0176015857
2007-06-29,-4.050837513699607,-3.994403884533931,-2.8737298176869617,-1.1771076960126448,0.0027511223,0.24789561,-0.0110574783,0.0461,0.0521,-0.020663803,0.005999999999999998,0.009100000000000004,0.0018745312000000014,0.0146090615
2007-09-28,-4.0358748530557556,-4.020429511194173,-2.966512150102705,-1.0693627029530508,0.0094287376,0.2392074367,-0.013010957,0.0389,0.0489,0.0501237982,0.010000000000000002,0.0085,-0.0245110948,0.0006623407
2007-12-31,-3.9693144296374907,-4.008309591023,-3.0995079980332,-0.8698064316042906,0.0096650442,0.2505829731,-0.0415914375,0.03,0.045,0.0599426263,0.015,0.011600000000000006,-0.0403261516,0.0074152238
2008-03-31,-3.8444979075018217,-3.948968937187555,-3.0865902938163385,-0.7579076136854832,0.0143951026,0.2540575672,-0.0528770419,0.0126,0.0432,0.0339836064,0.030600000000000002,0.0138,-0.0452637452,0.0166257213
2008-06-30,-3.7973002030683567,-3.8301152271866954,-3.2155610124344864,-0.5817391906338703,0.0079695303,0.2744913881,-0.0483725324,0.0186,0.046,-0.023711689,0.0274,0.013899999999999996,-0.001125383399999999,0.0247602188
2008-09-30,-3.6993944355899635,-3.792366725390082,-3.234089218311848,-0.46530521727811536,0.0316884977,0.2871235482,-0.0503141122,0.0113,0.0443,0.0330818624,0.033,0.016599999999999997,-0.11840593029999999,-0.0001462423
2008-12-31,-3.4600680761373637,-3.715711773223158,-4.105981340622804,0.64591326448544,0.1144355244,0.3549842247,-0.0247680042,0.0003,0.0303,0.2068890791,0.03,0.0338,0.026698172899999983,-0.0391026725
2009-03-31,-3.376708686394564,-3.5007623795115057,-4.756238235173014,1.37952954877845,0.042296687,0.4461408452,-0.0377581365,0.0021,0.0355,-0.0607940129,0.0334,0.029199999999999997,-0.0635620684,0.0118014727
2009-06-30,-3.5812763173013256,-3.439587727895404,-4.807398800540686,1.2261224832393607,0.0174046799,0.4018764058,-0.022539012,0.0018,0.0429,-0.080521631,0.0411,0.0189,0.1628762965,0.0140285554
2009-09-30,-3.7893453698433657,-3.649713967250391,-4.43434213370493,0.6449967638615641,0.0078615462,0.3495214306,-6.33741e-05,0.0012,0.0403,0.0430846625,0.0391,0.011800000000000005,0.06776333509999999,0.0012795965
2009-12-31,-3.90741521773321,-3.853981520671598,-3.085462141619366,-0.8219530761138438,0.0068328056,0.3255306601,0.0105338212,0.0005,0.0458,-0.0552509883,0.0453,0.011100000000000006,0.0335928347,-9.26059e-05
2010-03-31,-3.9776024610480456,-3.9300300974252234,-2.9545460653337354,-1.0230563957143102,0.0049983977,0.3818781703,0.0138626995,0.0015,0.0458,0.0111964227,0.0443,0.010000000000000009,0.006842468399999999,0.0077888761
2010-06-30,-3.845280305272236,-3.971548870726519,-2.7318191201622195,-1.1134611851100167,0.0154933849,0.4241765415,0.018726384,0.0012,0.0376,0.1233327301,0.0364,0.013499999999999998,-0.03935063359999999,0.0015347078
