date,credit_rating_ni,gdp_ni,house_mkt_ni,inflation_ni,monetary_ni,oil_ni,unemp_ni,usd_ni,credit_rating_wi,gdp_wi,house_mkt_wi,inflation_wi,monetary_wi,oil_wi,unemp_wi,usd_wi
1985-01-02,0.606220347917764,0.483294809833998,0.483294809833998,0.483294809833998,0.966589619667997,2.41647404916999,2.42488139167105,6.66842382709541,0.606220347917764,3.03110173958882,0.483294809833998,10.305745914602,4.84976278334211,10.9119662625197,2.42488139167105,6.66842382709541
1985-01-03,0.483294809833998,1.21244069583552,0.606220347917764,0.966589619667997,1.44988442950199,2.41647404916999,0.606220347917764,2.42488139167105,0.483294809833998,1.21244069583552,0.606220347917764,2.42488139167105,1.81866104375329,3.63732208750658,0.606220347917764,2.42488139167105
1985-01-04,0.483294809833998,0.483294809833998,0.483294809833998,0.966589619667997,2.41647404916999,1.44988442950199,0.483294809833998,2.42488139167105,0.483294809833998,0.606220347917764,0.483294809833998,2.42488139167105,0.606220347917764,3.63732208750658,1.21244069583552,2.42488139167105
1985-01-07,0.483294809833998,0.966589619667997,0.483294809833998,1.44988442950199,1.93317923933599,1.93317923933599,0.483294809833998,3.03110173958882,0.606220347917764,1.81866104375329,0.483294809833998,3.63732208750658,1.21244069583552,3.63732208750658,1.21244069583552,3.03110173958882
1985-01-08,0.606220347917764,2.42488139167105,0.483294809833998,0.483294809833998,0.966589619667997,0.483294809833998,0.966589619667997,4.24354243542435,0.606220347917764,2.42488139167105,0.483294809833998,3.03110173958882,2.42488139167105,5.45598313125988,0.606220347917764,4.24354243542435
1985-01-09,0.606220347917764,2.42488139167105,0.483294809833998,0.966589619667997,1.44988442950199,1.93317923933599,0.483294809833998,1.21244069583552,0.606220347917764,2.42488139167105,0.483294809833998,3.03110173958882,1.81866104375329,3.03110173958882,0.606220347917764,1.21244069583552
1985-01-10,0.966589619667997,0.483294809833998,0.483294809833998,1.44988442950199,0.966589619667997,1.93317923933599,2.89976885900399,1.21244069583552,0.606220347917764,0.606220347917764,0.483294809833998,1.81866104375329,3.03110173958882,2.42488139167105,2.42488139167105,1.21244069583552
1985-01-11,1.21244069583552,0.606220347917764,0.483294809833998,0.483294809833998,1.93317923933599,0.966589619667997,2.89976885900399,0.606220347917764,1.21244069583552,0.606220347917764,0.483294809833998,3.03110173958882,3.03110173958882,3.03110173958882,2.42488139167105,0.606220347917764
1985-01-14,0.606220347917764,0.606220347917764,0.483294809833998,2.41647404916999,0.966589619667997,3.63732208750658,0.966589619667997,2.42488139167105,0.606220347917764,0.606220347917764,0.483294809833998,1.21244069583552,2.42488139167105,3.63732208750658,1.21244069583552,2.42488139167105
1985-01-15,0.606220347917764,1.81866104375329,0.483294809833998,0.483294809833998,2.41647404916999,2.41647404916999,1.93317923933599,3.63732208750658,0.606220347917764,1.81866104375329,0.483294809833998,2.42488139167105,1.81866104375329,4.84976278334211,1.93317923933599,3.63732208750658
1985-01-16,0.606220347917764,0.606220347917764,0.483294809833998,0.966589619667997,1.93317923933599,0.966589619667997,0.966589619667997,0.606220347917764,0.606220347917764,0.606220347917764,0.483294809833998,4.24354243542435,2.42488139167105,4.24354243542435,1.21244069583552,0.606220347917764
1985-01-17,1.93317923933599,0.606220347917764,0.483294809833998,1.44988442950199,0.966589619667997,1.44988442950199,1.44988442950199,3.03110173958882,1.81866104375329,0.606220347917764,0.483294809833998,3.63732208750658,2.42488139167105,4.84976278334211,1.21244069583552,3.03110173958882
1985-01-18,1.93317923933599,0.483294809833998,0.483294809833998,1.93317923933599,1.44988442950199,2.41647404916999,1.93317923933599,0.483294809833998,1.81866104375329,0.483294809833998,0.483294809833998,3.03110173958882,1.21244069583552,1.21244069583552,1.81866104375329,1.81866104375329
1985-01-22,0.966589619667997,0.606220347917764,0.606220347917764,0.483294809833998,0.483294809833998,1.44988442950199,0.606220347917764,0.483294809833998,0.966589619667997,0.606220347917764,0.606220347917764,1.81866104375329,1.81866104375329,1.81866104375329,0.606220347917764,3.03110173958882
1985-01-23,1.81866104375329,0.483294809833998,0.606220347917764,0.966589619667997,0.483294809833998,0.483294809833998,0.606220347917764,3.03110173958882,1.81866104375329,3.03110173958882,0.606220347917764,4.24354243542435,2.42488139167105,4.84976278334211,0.606220347917764,3.03110173958882
1985-01-24,1.21244069583552,0.483294809833998,0.606220347917764,2.41647404916999,1.44988442950199,3.86635847867199,0.483294809833998,2.42488139167105,1.21244069583552,2.42488139167105,0.606220347917764,7.88086452293094,1.81866104375329,3.63732208750658,1.21244069583552,2.42488139167105
1985-01-25,0.966589619667997,0.966589619667997,1.44988442950199,0.966589619667997,2.89976885900399,0.966589619667997,0.966589619667997,0.483294809833998,0.606220347917764,0.966589619667997,1.44988442950199,4.84976278334211,2.42488139167105,4.24354243542435,0.606220347917764,1.21244069583552
1985-01-28,0.483294809833998,0.966589619667997,0.606220347917764,2.89976885900399,0.966589619667997,1.93317923933599,0.483294809833998,2.42488139167105,0.606220347917764,0.966589619667997,0.606220347917764,3.03110173958882,1.81866104375329,4.24354243542435,0.606220347917764,2.42488139167105
1985-01-29,0.483294809833998,1.21244069583552,0.483294809833998,0.966589619667997,0.966589619667997,1.44988442950199,0.966589619667997,0.483294809833998,0.606220347917764,1.21244069583552,0.483294809833998,3.03110173958882,1.81866104375329,5.45598313125988,1.21244069583552,4.84976278334211
