date,GSPC,lag_GSPC_1,lead_GSPC_1,rfr,lag_rfr_1,lag_date_1,lead_date_1
1990-12-31,330.2200012207031,322.2200012207031,343.9299926757812,6.440000057220459,7.019999980926514,1990-11-30,1991-01-31
1991-01-31,343.9299926757812,330.2200012207031,367.0700073242188,6.190000057220459,6.440000057220459,1990-12-31,1991-02-28
1991-02-28,367.0700073242188,343.9299926757812,375.2200012207031,6.039999961853027,6.190000057220459,1991-01-31,1991-03-28
1991-03-28,375.2200012207031,367.0700073242188,375.3399963378906,5.739999771118164,6.039999961853027,1991-02-28,1991-04-30
1991-04-30,375.3399963378906,375.2200012207031,389.8299865722656,5.510000228881836,5.739999771118164,1991-03-28,1991-05-31
1991-05-31,389.8299865722656,375.3399963378906,371.1600036621094,5.53000020980835,5.510000228881836,1991-04-30,1991-06-28
1991-06-28,371.1600036621094,389.8299865722656,387.8099975585938,5.539999961853027,5.53000020980835,1991-05-31,1991-07-31
1991-07-31,387.8099975585938,371.1600036621094,395.4299926757812,5.53000020980835,5.539999961853027,1991-06-28,1991-08-30
1991-08-30,395.4299926757812,387.8099975585938,387.8599853515625,5.329999923706055,5.53000020980835,1991-07-31,1991-09-30
1991-09-30,387.8599853515625,395.4299926757812,392.4500122070312,5.110000133514404,5.329999923706055,1991-08-30,1991-10-31
1991-10-31,392.4500122070312,387.8599853515625,375.2200012207031,4.820000171661377,5.110000133514404,1991-09-30,1991-11-29
1991-11-29,375.2200012207031,392.4500122070312,417.0899963378906,4.349999904632568,4.820000171661377,1991-10-31,1991-12-31
1991-12-31,417.0899963378906,375.2200012207031,408.7799987792969,3.880000114440918,4.349999904632568,1991-11-29,1992-01-31
1992-01-31,408.7799987792969,417.0899963378906,412.7000122070312,3.839999914169312,3.880000114440918,1991-12-31,1992-02-28
1992-02-28,412.7000122070312,408.7799987792969,403.6900024414062,3.930000066757202,3.839999914169312,1992-01-31,1992-03-31
1992-03-31,403.6900024414062,412.7000122070312,414.9500122070312,4.050000190734863,3.930000066757202,1992-02-28,1992-04-30
1992-04-30,414.9500122070312,403.6900024414062,415.3500061035156,3.700000047683716,4.050000190734863,1992-03-31,1992-05-29
1992-05-29,415.3500061035156,414.9500122070312,408.1400146484375,3.700000047683716,3.700000047683716,1992-04-30,1992-06-30
1992-06-30,408.1400146484375,415.3500061035156,424.2099914550781,3.569999933242798,3.700000047683716,1992-05-29,1992-07-31
1992-07-31,424.2099914550781,408.1400146484375,414.0299987792969,3.180000066757202,3.569999933242798,1992-06-30,1992-08-31
1992-08-31,414.0299987792969,424.2099914550781,417.7999877929688,3.160000085830688,3.180000066757202,1992-07-31,1992-09-30
1992-09-30,417.7999877929688,414.0299987792969,418.6799926757812,2.690000057220459,3.160000085830688,1992-08-31,1992-10-30
1992-10-30,418.6799926757812,417.7999877929688,431.3500061035156,2.960000038146973,2.690000057220459,1992-09-30,1992-11-30
1992-11-30,431.3500061035156,418.6799926757812,435.7099914550781,3.269999980926514,2.960000038146973,1992-10-30,1992-12-31
1992-12-31,435.7099914550781,431.3500061035156,438.7799987792969,3.079999923706055,3.269999980926514,1992-11-30,1993-01-29
1993-01-29,438.7799987792969,435.7099914550781,443.3800048828125,2.900000095367432,3.079999923706055,1992-12-31,1993-02-26
1993-02-26,443.3800048828125,438.7799987792969,451.6700134277344,2.950000047683716,2.900000095367432,1993-01-29,1993-03-31
1993-03-31,451.6700134277344,443.3800048828125,440.1900024414062,2.890000104904175,2.950000047683716,1993-02-26,1993-04-30
1993-04-30,440.1900024414062,451.6700134277344,450.1900024414062,2.910000085830688,2.890000104904175,1993-03-31,1993-05-28
1993-05-28,450.1900024414062,440.1900024414062,450.5299987792969,3.059999942779541,2.910000085830688,1993-04-30,1993-06-30
1993-06-30,450.5299987792969,450.1900024414062,448.1300048828125,3.029999971389771,3.059999942779541,1993-05-28,1993-07-30
1993-07-30,448.1300048828125,450.5299987792969,463.5599975585938,3.029999971389771,3.029999971389771,1993-06-30,1993-08-31
1993-08-31,463.5599975585938,448.1300048828125,458.9299926757812,3.009999990463257,3.029999971389771,1993-07-30,1993-09-30
1993-09-30,458.9299926757812,463.5599975585938,467.8299865722656,2.920000076293945,3.009999990463257,1993-08-31,1993-10-29
1993-10-29,467.8299865722656,458.9299926757812,461.7900085449219,3.029999971389771,2.920000076293945,1993-09-30,1993-11-30
1993-11-30,461.7900085449219,467.8299865722656,466.4500122070312,3.140000104904175,3.029999971389771,1993-10-29,1993-12-31
1993-12-31,466.4500122070312,461.7900085449219,481.6099853515625,3.0,3.140000104904175,1993-11-30,1994-01-31
1994-01-31,481.6099853515625,466.4500122070312,467.1400146484375,2.970000028610229,3.0,1993-12-31,1994-02-28
1994-02-28,467.1400146484375,481.6099853515625,445.7699890136719,3.359999895095825,2.970000028610229,1994-01-31,1994-03-31
1994-03-31,445.7699890136719,467.1400146484375,450.9100036621094,3.470000028610229,3.359999895095825,1994-02-28,1994-04-29
1994-04-29,450.9100036621094,445.7699890136719,456.5,3.859999895095825,3.470000028610229,1994-03-31,1994-05-31
1994-05-31,456.5,450.9100036621094,444.2699890136719,4.170000076293945,3.859999895095825,1994-04-29,1994-06-30
1994-06-30,444.2699890136719,456.5,458.260009765625,4.139999866485596,4.170000076293945,1994-05-31,1994-07-29
1994-07-29,458.260009765625,444.2699890136719,475.489990234375,4.269999980926514,4.139999866485596,1994-06-30,1994-08-31
1994-08-31,475.489990234375,458.260009765625,462.7099914550781,4.559999942779541,4.269999980926514,1994-07-29,1994-09-30
1994-09-30,462.7099914550781,475.489990234375,472.3500061035156,4.670000076293945,4.559999942779541,1994-08-31,1994-10-31
1994-10-31,472.3500061035156,462.7099914550781,453.6900024414062,5.019999980926514,4.670000076293945,1994-09-30,1994-11-30
1994-11-30,453.6900024414062,472.3500061035156,459.2699890136719,5.550000190734863,5.019999980926514,1994-10-31,1994-12-30
1994-12-30,459.2699890136719,453.6900024414062,470.4200134277344,5.53000020980835,5.550000190734863,1994-11-30,1995-01-31
1995-01-31,470.4200134277344,459.2699890136719,487.3900146484375,5.840000152587891,5.53000020980835,1994-12-30,1995-02-28
1995-02-28,487.3900146484375,470.4200134277344,500.7099914550781,5.75,5.840000152587891,1995-01-31,1995-03-31
1995-03-31,500.7099914550781,487.3900146484375,514.7100219726562,5.699999809265137,5.75,1995-02-28,1995-04-28
1995-04-28,514.7100219726562,500.7099914550781,533.4000244140625,5.690000057220459,5.699999809265137,1995-03-31,1995-05-31
1995-05-31,533.4000244140625,514.7100219726562,544.75,5.630000114440918,5.690000057220459,1995-04-28,1995-06-30
1995-06-30,544.75,533.4000244140625,562.0599975585938,5.429999828338623,5.630000114440918,1995-05-31,1995-07-31
1995-07-31,562.0599975585938,544.75,561.8800048828125,5.420000076293945,5.429999828338623,1995-06-30,1995-08-31
1995-08-31,561.8800048828125,562.0599975585938,584.4099731445312,5.269999980926514,5.420000076293945,1995-07-31,1995-09-29
1995-09-29,584.4099731445312,561.8800048828125,581.5,5.239999771118164,5.269999980926514,1995-08-31,1995-10-31
1995-10-31,581.5,584.4099731445312,605.3699951171875,5.309999942779541,5.239999771118164,1995-09-29,1995-11-30
1995-11-30,605.3699951171875,581.5,615.9299926757812,5.320000171661377,5.309999942779541,1995-10-31,1995-12-29
1995-12-29,615.9299926757812,605.3699951171875,636.02001953125,4.960000038146973,5.320000171661377,1995-11-30,1996-01-31
1996-01-31,636.02001953125,615.9299926757812,640.4299926757812,4.909999847412109,4.960000038146973,1995-12-29,1996-02-29
