date,credit_rating,gdp,house_mkt,inflation,monetary,oil,unemp,usd
1985-01-02,0.303110173958882,1.757198274711409,0.241647404916999,5.394520362217999,2.9081762015050536,6.664220155844845,1.212440695835525,3.334211913547705
1985-01-03,0.241647404916999,0.60622034791776,0.303110173958882,1.6957355056695234,1.63427273662764,3.026898068338285,0.303110173958882,1.212440695835525
1985-01-04,0.0,0.5447575788758809,0.241647404916999,1.6957355056695234,1.511347198543877,2.5436032585042847,0.847867752834759,1.212440695835525
1985-01-07,0.5447575788758809,1.3926253317106434,0.0,2.5436032585042847,1.572809967585755,2.785250663421285,0.847867752834759,1.51555086979441
1985-01-08,0.303110173958882,1.212440695835525,0.241647404916999,1.757198274711409,1.6957355056695234,2.969638970546939,0.7864049837928805,2.121771217712175
1985-01-09,0.0,0.0,0.0,1.9988456796284084,1.63427273662764,2.482140489462405,0.5447575788758809,0.60622034791776
1985-01-10,0.7864049837928805,0.5447575788758809,0.0,1.63427273662764,1.9988456796284084,2.1790303155035198,2.66232512533752,0.60622034791776
1985-01-11,0.60622034791776,0.303110173958882,0.241647404916999,1.757198274711409,2.482140489462405,1.9988456796284084,0.0,0.303110173958882
1985-01-14,0.303110173958882,0.303110173958882,0.0,1.8144573725027549,1.6957355056695234,1.81866104375329,1.0895151577517586,1.212440695835525
1985-01-15,0.0,0.909330521876645,0.0,1.454088100752524,2.1175675464616397,3.63311841625605,0.966589619667995,1.81866104375329
1985-01-16,0.303110173958882,0.303110173958882,0.0,2.6050660275461732,2.1790303155035198,2.6050660275461732,1.0895151577517586,0.303110173958882
1985-01-17,1.8759201415446398,0.0,0.0,2.5436032585042847,1.6957355056695234,3.14982360642205,1.331162562668755,1.51555086979441
1985-01-18,0.0,0.241647404916999,0.0,2.482140489462405,1.331162562668755,1.8144573725027549,1.8759201415446398,1.150977926793644
1985-01-22,0.4832948098339985,0.303110173958882,0.303110173958882,1.150977926793644,1.150977926793644,1.63427273662764,0.303110173958882,1.757198274711409
1985-01-23,0.909330521876645,1.757198274711409,0.0,2.6050660275461732,1.454088100752524,2.666528796588054,0.303110173958882,1.51555086979441
1985-01-24,0.60622034791776,1.454088100752524,0.0,5.148669286050465,1.63427273662764,3.751840283089285,0.847867752834759,1.212440695835525
1985-01-25,0.7864049837928805,0.4832948098339985,0.724942214750995,2.9081762015050536,2.66232512533752,2.6050660275461732,0.7864049837928805,0.847867752834759
1985-01-28,0.5447575788758809,0.4832948098339985,0.303110173958882,2.965435299296405,1.3926253317106434,3.08836083738017,0.5447575788758809,1.212440695835525
1985-01-29,0.0,0.60622034791776,0.241647404916999,1.9988456796284084,1.3926253317106434,3.452933780380935,1.0895151577517586,2.666528796588054
1985-01-30,0.303110173958882,0.60622034791776,0.303110173958882,2.1175675464616397,1.150977926793644,3.3300082422971697,0.303110173958882,1.51555086979441
1985-01-31,1.028052388709877,0.5447575788758809,0.303110173958882,2.240493084545405,1.150977926793644,3.936228590214935,0.241647404916999,1.212440695835525
1985-02-01,0.0,0.303398058252427,0.218627022299956,1.6508462776096176,2.2576423941144728,2.82875242506187,2.39149838046196,1.1288211970572362
1985-02-04,0.303398058252427,1.3474482193571926,0.303398058252427,2.610125402761915,1.1288211970572362,2.82875242506187,2.08810032220953,0.60679611650485
1985-02-05,0.522025080552383,0.522025080552383,0.60679611650485,2.8644385106193275,2.172871358162,1.6508462776096176,1.432219255309661,2.12378640776699
1985-02-06,0.303398058252427,0.4372540445999125,0.0,1.784702263957105,3.56940452791421,1.735617313562091,1.0440501611047626,0.91019417475728
