date,GSPCprem
1985-01-31,2.3045358512134353
1985-02-28,-11.944016034558661
1985-03-29,-13.693131377741206
1985-04-30,57.01126597527439
1985-05-31,7.4208207874499905
1985-06-28,-12.6470937187132
1985-07-31,-21.673421464494986
1985-08-30,-48.808894081249036
1985-09-30,43.97058059699026
1985-10-31,70.88390422105564
1985-11-29,46.913308840401235
1985-12-31,-4.21016677843003
1986-01-31,78.81713489195565
1986-02-28,56.33270120900009
1986-03-31,-23.317763332423766
1986-04-30,54.175144035289144
1986-05-30,10.63142546785717
1986-06-30,-76.37939766418302
1986-07-31,79.64112632383991
1986-08-29,-107.6963244678958
1986-09-30,60.47519299997072
1986-10-31,20.572632008453727
1986-11-28,-39.335925390696644
1986-12-31,152.45027231371148
1987-01-30,38.70834551871507
1987-02-27,26.21783838119141
1987-03-31,-19.350253793132183
1987-04-30,1.711035112926326
1987-05-29,51.8173884149024
1987-06-30,52.13843563889476
1987-07-31,35.8806078892023
1987-08-31,-35.24939901089353
1987-09-30,-267.7664972271768
1987-10-30,-107.68863823591428
1987-11-30,82.2237740347542
1987-12-31,42.83872492781294
1988-01-29,44.540883292982144
1988-02-29,-45.631914410356046
1988-03-31,5.599692243967365
1988-04-29,-2.1686481991853324
1988-05-31,45.47721472778
1988-06-30,-13.053649668776952
1988-07-29,-53.270125202432
1988-08-31,40.37519927530152
1988-09-30,23.907356789811974
1988-10-31,-30.029056924325605
1988-11-30,9.795088073712542
1988-12-30,77.23774950231669
1989-01-31,-43.12297818385933
1989-02-28,16.257153616089813
1989-03-31,51.207924871551135
1989-04-28,33.754993901841
1989-05-31,-18.119464603350167
1989-06-30,98.05430978781679
1989-07-31,10.820061556309348
1989-08-31,-15.74324176154828
1989-09-29,-38.12054083020004
1989-10-31,12.079588836146646
1989-11-30,18.110178152331798
1989-12-29,-90.13067156548263
1990-01-31,2.5068512600799844
1990-02-28,21.33598373364257
1990-03-30,-40.06456876946998
1990-04-30,102.59702901841635
1990-05-31,-18.413638907897834
1990-06-29,-14.007789807717668
1990-07-31,-120.6670213921705
1990-08-31,-68.81116773371696
1990-09-28,-15.177854654635235
1990-10-31,64.81105723442116
1990-11-30,22.773308827416706
1990-12-31,43.381300107176834
1991-01-31,74.54741194364867
1991-02-28,20.603399077701432
1991-03-28,-5.356240590947066
1991-04-30,40.8159669778153
1991-05-31,-63.001154944405954
1991-06-28,48.29121159319044
1991-07-31,18.048541283485438
1991-08-30,-28.302482860800765
1991-09-30,9.09108367803482
1991-10-31,-57.504450566317
1991-11-29,129.55542613655822
1991-12-31,-27.78850208830168
1992-01-31,7.667451756358027
1992-02-28,-30.128234717791095
1992-03-31,29.421256663687767
1992-04-30,-2.543251847282772
1992-05-29,-24.53059995875804
1992-06-30,43.67842362306667
1992-07-31,-31.977038054729768
1992-08-31,7.766712502730325
1992-09-30,-0.1624607778329099
1992-10-30,33.354169124829305
1992-11-30,8.85932053832567
1992-12-31,5.37518547883452
1993-01-29,9.680353009281095
1993-02-26,19.486758691816476
1993-03-31,-33.39017233538433
1993-04-30,24.350955261858218
1993-05-28,-2.1537255303633125
1993-06-30,-9.42245483010136
1993-07-30,38.288347467332734
1993-08-31,-14.995516231188244
1993-09-30,20.351507234226002
1993-10-29,-18.522751456802226
1993-11-30,8.969409663661194
1993-12-31,36.000894767261585
1994-01-31,-39.02399701076619
1994-02-28,-58.25581253900627
1994-03-31,10.366771831386588
1994-04-29,11.016573046289013
1994-05-31,-36.31898846592335
1994-06-30,33.64788897562046
1994-07-29,40.84843941549847
1994-08-31,-36.81304155497893
1994-09-30,20.33057854236753
1994-10-31,-52.42553433227803
1994-11-30,9.208940681795369
1994-12-30,23.603253868136605
1995-01-31,37.44897748385156
1995-02-28,27.045034369175724
1995-03-31,27.852429511755727
1995-04-28,37.88405508350798
1995-05-31,19.904252036289126
1995-06-30,32.701247753459334
1995-07-31,-5.804285100592046
1995-08-31,42.84696735050637
1995-09-29,-11.215201907741186
1995-10-31,43.94880335880563
1995-11-30,15.612647997829981
1995-12-29,34.1808640954702
1996-01-31,3.410442399708204
1996-02-29,4.619880949268755
1996-03-29,11.117706398140985
1996-04-30,22.414086948571367
1996-05-31,-2.3319479335604214
1996-06-28,-59.92762031497849
1996-07-31,17.396722298047244
1996-08-30,59.90399301338637
1996-09-30,26.411202987748084
1996-10-31,83.04138191258834
1996-11-29,-30.796497164428573
1996-12-31,68.5304466609163
1997-01-31,2.103108083993077
1997-02-28,-56.20681293179527
1997-03-31,64.91669490422089
1997-04-30,65.19226179307847
1997-05-30,47.323137509197245
1997-06-30,88.7249712608442
1997-07-31,-74.0587580082379
1997-08-29,58.694308594240375
1997-09-30,-46.34323666585952
1997-10-31,48.44422631727278
1997-11-28,13.81791663579303
1997-12-31,6.980213095501619
1998-01-30,79.49903129744251
1998-02-27,54.75485716571534
1998-03-31,5.901763333152474
1998-04-30,-27.44146813077014
1998-05-29,42.435889424256914
1998-06-30,-18.908392220947388
1998-07-31,-179.90606175581144
1998-08-31,70.11461811273246
1998-09-30,92.10307404693086
1998-10-30,66.7411955695504
1998-11-30,63.23034381488305
1998-12-31,44.86132993907031
1999-01-29,-43.09907535743294
1999-02-26,42.00305824119057
1999-03-31,41.172833364654494
1999-04-30,-34.394576875224196
1999-05-28,60.81599699115303
1999-06-30,-43.12531073867252
1999-07-30,-12.124910339400536
1999-08-31,-39.1121506271899
1999-09-30,70.33744991315837
1999-10-29,17.91423030749958
1999-11-30,64.26267375713533
1999-12-31,-66.25425857523425
2000-01-31,-29.659700123269943
