date,GSPCprem,lead_GSPCprem_1
1985-06-20,6.761415977611797,381.8387983810533
1985-06-21,381.8387983810533,-27.418969341348376
1985-06-24,-27.418969341348376,71.54582990707466
1985-06-25,71.54582990707466,35.40920831886885
1985-06-26,35.40920831886885,148.13971840291237
1985-06-27,148.13971840291237,74.80403077680427
1985-06-28,74.80403077680427,18.564251064237002
1985-07-01,18.564251064237002,-61.8715810333264
1985-07-02,-61.8715810333264,-80.44585356837402
1985-07-03,-80.44585356837402,63.400958494202854
1985-07-05,63.400958494202854,-32.51328536489908
1985-07-08,-32.51328536489908,-122.46076687478978
1985-07-09,-122.46076687478978,167.1504397288502
1985-07-10,167.1504397288502,67.72956866403719
1985-07-11,67.72956866403719,38.66249683169765
1985-07-12,38.66249683169765,-31.860725569924625
1985-07-15,-31.860725569924625,254.47930099685516
1985-07-16,254.47930099685516,113.35648768883043
1985-07-17,113.35648768883043,-170.56640735058642
1985-07-18,-170.56640735058642,90.08222299977083
1985-07-19,90.08222299977083,-40.73756138147137
1985-07-22,-40.73756138147137,-240.63375063180203
1985-07-23,-240.63375063180203,-134.2090024324715
1985-07-24,-134.2090024324715,55.89755226133674
1985-07-25,55.89755226133674,37.44057903312536
1985-07-26,37.44057903312536,-129.4347932332127
1985-07-29,-129.4347932332127,36.60897338290423
1985-07-30,36.60897338290423,124.07439030145218
1985-07-31,124.07439030145218,149.7913480567119
1985-08-01,149.7913480567119,-89.91079429894809
1985-08-02,-89.91079429894809,-45.037205333114436
1985-08-05,-45.037205333114436,-362.88883987106993
1985-08-06,-362.88883987106993,-40.783121846137895
1985-08-07,-40.783121846137895,163.34487716962644
1985-08-08,163.34487716962644,-91.19084570635759
1985-08-09,-91.19084570635759,-37.937507719076486
1985-08-12,-37.937507719076486,-51.42151526019538
1985-08-13,-51.42151526019538,7.6598684500880765
1985-08-14,7.6598684500880765,-27.260912265196374
1985-08-15,-27.260912265196374,-163.2922569255705
1985-08-16,-163.2922569255705,5.528310822722549
1985-08-19,5.528310822722549,222.72256976095616
1985-08-20,222.72256976095616,137.58462515493622
1985-08-21,137.58462515493622,-246.83739912728194
1985-08-22,-246.83739912728194,-32.58540962398606
1985-08-23,-32.58540962398606,-0.7569691099437392
1985-08-26,-0.7569691099437392,99.21485163290555
1985-08-27,99.21485163290555,90.7484673109685
1985-08-28,90.7484673109685,6.284115201392545
1985-08-29,6.284115201392545,-47.05319360963918
1985-08-30,-47.05319360963918,-31.187116300838117
1985-09-03,-31.187116300838117,-79.5287913996862
1985-09-04,-79.5287913996862,-20.498094083965825
1985-09-05,-20.498094083965825,123.39827565873597
1985-09-06,123.39827565873597,-6.814006524187455
1985-09-09,-6.814006524187455,-187.96794851842307
1985-09-10,-187.96794851842307,-259.3641813568486
1985-09-11,-259.3641813568486,-189.73963733055996
1985-09-12,-189.73963733055996,-114.24620031025184
1985-09-13,-114.24620031025184,-8.587670701581855
1985-09-16,-8.587670701581855,-216.62940185870247
1985-09-17,-216.62940185870247,41.43340214767066
1985-09-18,41.43340214767066,225.87560256007578
1985-09-19,225.87560256007578,-191.22167487437238
1985-09-20,-191.22167487437238,96.80763054933077
1985-09-23,96.80763054933077,-236.60350637837772
1985-09-24,-236.60350637837772,-277.3020852943244
1985-09-25,-277.3020852943244,81.00633247122717
1985-09-26,81.00633247122717,20.513549599833006
1985-09-30,20.513549599833006,406.7788580676436
1985-10-01,406.7788580676436,-144.5576658847808
1985-10-02,-144.5576658847808,34.053981354369
1985-10-03,34.053981354369,-162.80547476432105
1985-10-04,-162.80547476432105,-68.88308564590204
1985-10-07,-68.88308564590204,-7.079999923706055
1985-10-08,-7.079999923706055,82.90560279548319
1985-10-09,82.90560279548319,28.7066765749276
1985-10-10,28.7066765749276,199.5859978706498
1985-10-11,199.5859978706498,54.34689651968632
1985-10-15,54.34689651968632,250.0978552943037
1985-10-16,250.0978552943037,-50.10711798741977
1985-10-17,-50.10711798741977,-90.44834584059947
1985-10-18,-90.44834584059947,-10.79221126750374
1985-10-21,-10.79221126750374,138.35943002047577
1985-10-22,138.35943002047577,133.55515569948784
1985-10-23,133.55515569948784,-85.84873744310912
1985-10-24,-85.84873744310912,-138.26269142697583
1985-10-25,-138.26269142697583,3.5104157729272245
1985-10-28,3.5104157729272245,190.08458797576412
1985-10-29,190.08458797576412,104.65541619748961
1985-10-30,104.65541619748961,-40.33568194933335
1985-10-31,-40.33568194933335,219.82392368773927
1985-11-01,219.82392368773927,-19.480006915641404
1985-11-04,-19.480006915641404,140.34582718680707
1985-11-05,140.34582718680707,43.84896871979785
1985-11-06,43.84896871979785,-25.552473125535947
1985-11-07,-25.552473125535947,136.61109165478348
1985-11-08,136.61109165478348,134.56229645072148
1985-11-12,134.56229645072148,-131.8963533124849
1985-11-13,-131.8963533124849,243.3125068347178
1985-11-14,243.3125068347178,-127.5848619687036
1985-11-15,-127.5848619687036,18.090670702622088
1985-11-18,18.090670702622088,-12.31380228717943
1985-11-19,-12.31380228717943,33.38085235344447
1985-11-20,33.38085235344447,299.2174213475338
1985-11-21,299.2174213475338,6.533047150658071
1985-11-22,6.533047150658071,-55.999275578699155
1985-11-25,-55.999275578699155,33.05856397158628
1985-11-26,33.05856397158628,227.6326975700992
1985-11-27,227.6326975700992,-30.197372352769236
1985-11-29,-30.197372352769236,-78.20876253599316
1985-12-02,-78.20876253599316,43.023576812968145
1985-12-03,43.023576812968145,415.57133770405727
1985-12-04,415.57133770405727,-50.40547436110735
1985-12-05,-50.40547436110735,-117.26580796873968
1985-12-06,-117.26580796873968,44.89027080647643
1985-12-09,44.89027080647643,10.072874703045073
1985-12-10,10.072874703045073,229.55368504483994
1985-12-11,229.55368504483994,44.251216341029604
1985-12-12,44.251216341029604,384.2138174285841
1985-12-13,384.2138174285841,76.2438504985814
1985-12-16,76.2438504985814,-169.8649251173733
1985-12-17,-169.8649251173733,-107.4885275489018
1985-12-18,-107.4885275489018,18.093627219966077
1985-12-19,18.093627219966077,103.28926485961333
1985-12-20,103.28926485961333,-101.42735277422125
1985-12-23,-101.42735277422125,-179.8474786475411
1985-12-24,-179.8474786475411,23.972162622184477
1985-12-26,23.972162622184477,230.85260820478754
1985-12-27,230.85260820478754,35.91931546892489
1985-12-30,35.91931546892489,64.82834214062974
1985-12-31,64.82834214062974,-107.83583360965353
1986-01-02,-107.83583360965353,148.00384999297546
1986-01-03,148.00384999297546,-16.232046076533884
1986-01-06,-16.232046076533884,369.7747164726317
1986-01-07,369.7747164726317,-694.1957815265298
1986-01-08,-694.1957815265298,-232.5487330942176
1986-01-09,-232.5487330942176,-25.518975036789648
1986-01-10,-25.518975036789648,23.78608487794401
1986-01-13,23.78608487794401,-16.99254490788863
1986-01-14,-16.99254490788863,190.32038095723317
1986-01-15,190.32038095723317,102.92280552246444
1986-01-16,102.92280552246444,-96.23302660525715
1986-01-17,-96.23302660525715,-86.9065588785715
1986-01-21,-86.9065588785715,-288.6648528588018
1986-01-22,-288.6648528588018,87.11696425016238
1986-01-23,87.11696425016238,261.9936008447436
1986-01-24,261.9936008447436,32.09436431677278
1986-01-27,32.09436431677278,287.1044581535137
1986-01-28,287.1044581535137,50.73164891438164
1986-01-29,50.73164891438164,-122.07011357864693
1986-01-30,-122.07011357864693,287.90063232043684
1986-01-31,287.90063232043684,79.49740391148669
1986-02-03,79.49740391148669,-144.80303539780778
1986-02-04,-144.80303539780778,13.154115842030432
1986-02-05,13.154115842030432,53.33870923342114
1986-02-06,53.33870923342114,121.57338538498209
1986-02-07,121.57338538498209,58.56212342832771
1986-02-10,58.56212342832771,-44.492750296955236
1986-02-11,-44.492750296955236,-1.2741492860592558
1986-02-12,-1.2741492860592558,159.74565216082092
1986-02-13,159.74565216082092,266.4603361143992
1986-02-14,266.4603361143992,70.09601660293977
1986-02-18,70.09601660293977,-311.75392874429866
1986-02-19,-311.75392874429866,275.0103292491252
1986-02-20,275.0103292491252,265.05202785306864
1986-02-21,265.05202785306864,-17.450972315493242
1986-02-24,-17.450972315493242,-68.80156871832077
1986-02-25,-68.80156871832077,21.101392583761434
1986-02-26,21.101392583761434,300.00141081345345
1986-02-27,300.00141081345345,9.63819276189395
1986-02-28,9.63819276189395,-62.546177055100024
1986-03-03,-62.546177055100024,-123.23222596102478
1986-03-04,-123.23222596102478,-11.333338730410327
1986-03-05,-11.333338730410327,81.89126628513108
1986-03-06,81.89126628513108,42.561815706791194
1986-03-07,42.561815706791194,31.001178577967536
1986-03-10,31.001178577967536,561.7191301525462
1986-03-11,561.7191301525462,85.88012310255
1986-03-12,85.88012310255,63.82048857155431
1986-03-13,63.82048857155431,356.51311102018497
1986-03-14,356.51311102018497,-73.2998427514964
1986-03-17,-73.2998427514964,112.63723702452255
1986-03-18,112.63723702452255,-25.777490220452073
1986-03-19,-25.777490220452073,94.05192038293198
1986-03-20,94.05192038293198,-347.3545404502156
1986-03-21,-347.3545404502156,65.22815222649372
1986-03-24,65.22815222649372,-71.7311032394729
1986-03-25,-71.7311032394729,270.61406006130517
1986-03-26,270.61406006130517,170.93493616694866
1986-03-27,170.93493616694866,-8.185613159764108
1986-03-31,-8.185613159764108,-402.957262576307
1986-04-01,-402.957262576307,54.75779716568215
1986-04-02,54.75779716568215,-352.7323301432682
1986-04-03,-352.7323301432682,-416.08596300750776
1986-04-04,-416.08596300750776,-8.433767069695083
1986-04-07,-8.433767069695083,532.74430669514
1986-04-08,532.74430669514,18.689682259418824
1986-04-09,18.689682259418824,283.99240201041664
1986-04-10,283.99240201041664,-56.11317642915897
1986-04-11,-56.11317642915897,40.67295938577534
1986-04-14,40.67295938577534,41.88131486112965
1986-04-15,41.88131486112965,470.1423008237207
1986-04-16,470.1423008237207,78.50024349069287
1986-04-17,78.50024349069287,-73.23845414460617
1986-04-18,-73.23845414460617,75.91894609840486
1986-04-21,75.91894609840486,-244.75282761331363
1986-04-22,-244.75282761331363,-75.59752882894183
1986-04-23,-75.59752882894183,22.05522287125963
1986-04-24,22.05522287125963,22.00223449347255
1986-04-25,22.00223449347255,21.248963612113275
1986-04-28,21.248963612113275,-272.5315618696743
1986-04-29,-272.5315618696743,-528.9279560724439
1986-04-30,-528.9279560724439,-44.61908625095721
1986-05-01,-44.61908625095721,-45.76071168907124
1986-05-02,-45.76071168907124,99.03344559652838
1986-05-05,99.03344559652838,-58.000243614855
1986-05-06,-58.000243614855,-129.2673817802807
1986-05-07,-129.2673817802807,106.04097555098113
1986-05-08,106.04097555098113,70.47511996438358
1986-05-09,70.47511996438358,-15.585572318004672
1986-05-12,-15.585572318004672,-130.23116027179995
1986-05-13,-130.23116027179995,114.36064949965304
1986-05-14,114.36064949965304,-336.0218751882858
1986-05-15,-336.0218751882858,-185.68608237052356
1986-05-16,-185.68608237052356,9.669105456952593
1986-05-19,9.669105456952593,308.26009129199116
1986-05-20,308.26009129199116,-76.6721339488622
1986-05-21,-76.6721339488622,493.6256760572415
1986-05-22,493.6256760572415,122.88661307501653
1986-05-23,122.88661307501653,82.57061548618759
1986-05-27,82.57061548618759,187.40945080376179
1986-05-28,187.40945080376179,131.74848517808147
1986-05-29,131.74848517808147,-70.32023891529273
1986-05-30,-70.32023891529273,-84.74797749903055
1986-06-02,-84.74797749903055,41.975092448241966
1986-06-03,41.975092448241966,-167.55944766643853
1986-06-04,-167.55944766643853,170.12911142638026
1986-06-05,170.12911142638026,-4.45786231502165
1986-06-06,-4.45786231502165,-201.55722319501058
1986-06-09,-201.55722319501058,-46.26716290624135
1986-06-10,-46.26716290624135,156.75563133610376
1986-06-11,156.75563133610376,31.282921910840386
1986-06-12,31.282921910840386,436.1720743099973
1986-06-13,436.1720743099973,7.503857257843517
1986-06-16,7.503857257843517,-188.36502628792107
1986-06-17,-188.36502628792107,59.91361849397683
1986-06-18,59.91361849397683,-101.75186155788937
1986-06-19,-101.75186155788937,357.3420549076546
1986-06-20,357.3420549076546,-84.8141988678271
1986-06-23,-84.8141988678271,175.75458710055855
1986-06-24,175.75458710055855,187.74199104096823
1986-06-25,187.74199104096823,-25.313025845924127
1986-06-26,-25.313025845924127,81.04718067552756
1986-06-27,81.04718067552756,35.710439578558564
1986-06-30,35.710439578558564,114.59463055182528
1986-07-01,114.59463055182528,59.99989361169301
1986-07-02,59.99989361169301,-96.748288730108
1986-07-03,-96.748288730108,-199.57114515412658
1986-07-07,-199.57114515412658,-259.88421178584304
1986-07-08,-259.88421178584304,122.36116027774005
1986-07-09,122.36116027774005,13.836978954580605
1986-07-10,13.836978954580605,-87.77186015958935
1986-07-11,-87.77186015958935,-148.28160330676226
1986-07-14,-148.28160330676226,-476.72847635005365
1986-07-15,-476.72847635005365,139.8251757184787
1986-07-16,139.8251757184787,107.89462544959649
1986-07-17,107.89462544959649,25.206201905433733
1986-07-18,25.206201905433733,-9.974507491913403
1986-07-21,-9.974507491913403,201.22072093954102
1986-07-22,201.22072093954102,46.1137266055385
1986-07-23,46.1137266055385,-81.83141403302086
1986-07-24,-81.83141403302086,234.5939017158416
1986-07-25,234.5939017158416,-153.025286833039
1986-07-28,-153.025286833039,-161.7807906139188
1986-07-29,-161.7807906139188,213.31642340804524
1986-07-30,213.31642340804524,-55.91141816004669
1986-07-31,-55.91141816004669,-134.92681725187097
1986-08-01,-134.92681725187097,32.849110484493764
1986-08-04,32.849110484493764,105.34483364338655
1986-08-05,105.34483364338655,-25.910234388640024
1986-08-06,-25.910234388640024,15.559864986169185
1986-08-07,15.559864986169185,-22.728554792997276
1986-08-08,-22.728554792997276,129.0513375892977
1986-08-11,129.0513375892977,272.84127765776987
1986-08-12,272.84127765776987,235.68221251634534
1986-08-13,235.68221251634534,53.92463186121233
1986-08-14,53.92463186121233,86.51089808662697
1986-08-15,86.51089808662697,2.257488759911759
1986-08-18,2.257488759911759,-94.23584313564477
1986-08-19,-94.23584313564477,327.7013197781596
1986-08-20,327.7013197781596,-15.589897767884581
1986-08-21,-15.589897767884581,47.11571230300156
1986-08-22,47.11571230300156,-85.26743376610361
1986-08-25,-85.26743376610361,506.2346628134337
1986-08-26,506.2346628134337,40.55784593813962
1986-08-27,40.55784593813962,-51.08458386606024
1986-08-28,-51.08458386606024,3.6797348415427074
1986-08-29,3.6797348415427074,-115.01433544750994
1986-09-02,-115.01433544750994,152.99420161961748
1986-09-03,152.99420161961748,372.63907615691323
1986-09-04,372.63907615691323,-338.7676495472773
1986-09-05,-338.7676495472773,-83.37115578811668
1986-09-08,-83.37115578811668,-52.97124338702535
1986-09-09,-52.97124338702535,-67.26652177197951
1986-09-10,-67.26652177197951,-1216.91473960805
1986-09-11,-1216.91473960805,-488.4648053435638
1986-09-12,-488.4648053435638,41.07804246653454
1986-09-15,41.07804246653454,-29.072865918156864
1986-09-16,-29.072865918156864,-9.481007048329708
1986-09-17,-9.481007048329708,63.40608587401604
1986-09-18,63.40608587401604,-16.07658136981774
1986-09-19,-16.07658136981774,93.14318470125767
1986-09-22,93.14318470125767,74.12742735756537
1986-09-23,74.12742735756537,59.976865957881046
1986-09-24,59.976865957881046,-479.84607593099906
1986-09-25,-479.84607593099906,38.24947249006699
1986-09-26,38.24947249006699,-89.15652092746976
1986-09-29,-89.15652092746976,149.28783030996235
1986-09-30,149.28783030996235,243.18305145766726
1986-10-01,243.18305145766726,29.329691030695557
1986-10-02,29.329691030695557,-27.81219871227838
1986-10-03,-27.81219871227838,33.36763149094586
1986-10-06,33.36763149094586,-44.76325090034751
1986-10-07,-44.76325090034751,238.97277276680796
1986-10-08,238.97277276680796,-93.41105906419345
1986-10-09,-93.41105906419345,-44.59470943316319
1986-10-10,-44.59470943316319,-8.002941414618718
1986-10-14,-8.002941414618718,362.0954241226096
1986-10-15,362.0954241226096,71.85472420387742
1986-10-16,71.85472420387742,-77.79241667584914
1986-10-17,-77.79241667584914,-106.20769615418014
1986-10-20,-106.20769615418014,-14.921000083097113
1986-10-21,-14.921000083097113,35.285804394884295
1986-10-22,35.285804394884295,316.8201616457014
1986-10-23,316.8201616457014,-112.68271753558658
1986-10-24,-112.68271753558658,12.710702319169716
1986-10-27,12.710702319169716,46.52400792244113
1986-10-28,46.52400792244113,171.74642217170356
1986-10-29,171.74642217170356,284.5157259262033
1986-10-30,284.5157259262033,22.737291038263617
1986-10-31,22.737291038263617,57.46112729604864
1986-11-03,57.46112729604864,35.798324071935866
1986-11-04,35.798324071935866,33.64570741500998
1986-11-05,33.64570741500998,-77.82131524465585
1986-11-06,-77.82131524465585,-15.508380824931303
1986-11-07,-15.508380824931303,6.984207316575219
1986-11-10,6.984207316575219,20.687872424631934
1986-11-12,20.687872424631934,-375.2665147680629
1986-11-13,-375.2665147680629,148.06840447337967
1986-11-14,148.06840447337967,-49.71878783980755
1986-11-17,-49.71878783980755,-671.6398565080352
1986-11-18,-671.6398565080352,88.30707907671216
1986-11-19,88.30707907671216,460.1584411874191
1986-11-20,460.1584411874191,391.2815874337878
1986-11-21,391.2815874337878,48.96347340884482
1986-11-24,48.96347340884482,67.94402892368933
1986-11-25,67.94402892368933,55.536598514274004
1986-11-26,55.536598514274004,17.401982488595515
1986-11-28,17.401982488595515,-11.119815339344397
1986-12-01,-11.119815339344397,495.4429654615132
1986-12-02,495.4429654615132,-20.2912840655503
1986-12-03,-20.2912840655503,-85.82096107355719
1986-12-04,-85.82096107355719,-191.63094462372158
1986-12-05,-191.63094462372158,-5.774251194035193
1986-12-08,-5.774251194035193,-194.13924993462226
1986-12-09,-194.13924993462226,164.35392231119098
1986-12-10,164.35392231119098,-285.64705050069153
1986-12-11,-285.64705050069153,-88.75469816855036
1986-12-12,-88.75469816855036,23.71559937461341
1986-12-15,23.71559937461341,180.29291879338192
1986-12-16,180.29291879338192,-255.5235849983767
1986-12-17,-255.5235849983767,-85.03880998171586
1986-12-18,-85.03880998171586,295.63966077867576
1986-12-19,295.63966077867576,-38.47345777168187
1986-12-22,-38.47345777168187,-249.67911492400805
1986-12-23,-249.67911492400805,36.39240639672223
1986-12-24,36.39240639672223,3.1107573915033324
1986-12-26,3.1107573915033324,-82.11301062101515
1986-12-29,-82.11301062101515,-139.5649489848883
1986-12-30,-139.5649489848883,-129.94493576177217
1986-12-31,-129.94493576177217,217.01648060624984
1987-01-02,217.01648060624984,190.09230753752806
1987-01-05,190.09230753752806,53.40518269087233
1987-01-06,53.40518269087233,248.7034550073524
1987-01-07,248.7034550073524,187.0265181809211
1987-01-08,187.0265181809211,136.59545022824895
1987-01-09,136.59545022824895,45.59130053022417
1987-01-12,45.59130053022417,-39.25161793865952
1987-01-13,-39.25161793865952,255.41344991522283
1987-01-14,255.41344991522283,268.1018001257658
1987-01-15,268.1018001257658,69.62668887293873
1987-01-16,69.62668887293873,59.96991596614464
1987-01-20,59.96991596614464,-117.70078318483176
1987-01-21,-117.70078318483176,565.7928475100056
1987-01-22,565.7928475100056,-355.90366552609566
1987-01-23,-355.90366552609566,-20.63944557256834
1987-01-26,-20.63944557256834,381.47033111048825
1987-01-27,381.47033111048825,146.3998493299092
1987-01-28,146.3998493299092,-111.61412808724576
1987-01-29,-111.61412808724576,-20.182787463423203
1987-01-30,-20.182787463423203,67.03651610301014
1987-02-02,67.03651610301014,-47.543634421997474
1987-02-03,-47.543634421997474,327.6851855027455
1987-02-04,327.6851855027455,131.34511481210743
1987-02-05,131.34511481210743,-105.97368412438045
1987-02-06,-105.97368412438045,-62.05208859815806
1987-02-09,-62.05208859815806,-285.6592674407304
1987-02-10,-285.6592674407304,220.46432419799737
1987-02-11,220.46432419799737,-180.19284184730486
1987-02-12,-180.19284184730486,367.3169078563177
1987-02-13,367.3169078563177,124.76422936582506
1987-02-17,124.76422936582506,-11.896803137644703
1987-02-18,-11.896803137644703,7.643101537391839
1987-02-19,7.643101537391839,-13.39168715975133
1987-02-20,-13.39168715975133,-96.64497204150143
1987-02-23,-96.64497204150143,39.18072301851218
1987-02-24,39.18072301851218,94.33331889764062
1987-02-25,94.33331889764062,-97.73244816148792
1987-02-26,-97.73244816148792,104.98442163854116
1987-02-27,104.98442163854116,-40.91833938033841
1987-03-02,-40.91833938033841,94.25101394956704
1987-03-03,94.25101394956704,393.5871362793953
1987-03-04,393.5871362793953,160.382339184285
1987-03-05,160.382339184285,6.6250133539722995
1987-03-06,6.6250133539722995,-73.84385678181866
1987-03-09,-73.84385678181866,218.12670567665663
1987-03-10,218.12670567665663,-53.330735855361965
1987-03-11,-53.330735855361965,73.30174145360019
1987-03-12,73.30174145360019,-120.75708709163224
1987-03-13,-120.75708709163224,-53.72110739914209
1987-03-16,-53.72110739914209,365.0530836696264
1987-03-17,365.0530836696264,21.14022119790762
1987-03-18,21.14022119790762,106.37183866720403
1987-03-19,106.37183866720403,344.97837820981573
1987-03-20,344.97837820981573,78.71354745068646
1987-03-23,78.71354745068646,34.545615429812116
1987-03-24,34.545615429812116,-110.87536464676415
1987-03-25,-110.87536464676415,40.570529016417694
1987-03-26,40.570529016417694,-407.5229305102856
1987-03-27,-407.5229305102856,-202.20561729851906
1987-03-30,-202.20561729851906,212.18231460899307
1987-03-31,212.18231460899307,53.134650920965875
1987-04-01,53.134650920965875,102.19650552396014
1987-04-02,102.19650552396014,576.3650343285361
1987-04-03,576.3650343285361,37.56138816832874
1987-04-06,37.56138816832874,-444.4573842413175
1987-04-07,-444.4573842413175,42.90479114296604
1987-04-08,42.90479114296604,-378.5088528281981
1987-04-09,-378.5088528281981,-37.58731960490368
1987-04-10,-37.58731960490368,-203.1489192219504
1987-04-13,-203.1489192219504,-575.9793426424126
1987-04-14,-575.9793426424126,470.70977314626543
1987-04-15,470.70977314626543,213.15008816022456
1987-04-16,213.15008816022456,-23.565806908862346
1987-04-20,-23.565806908862346,609.2884774649673
1987-04-21,609.2884774649673,-511.099752085695
1987-04-22,-511.099752085695,-37.88588285027512
1987-04-23,-37.88588285027512,-471.14950055624615
1987-04-24,-471.14950055624615,3.4897141566256877
1987-04-27,3.4897141566256877,55.02468803887315
1987-04-28,55.02468803887315,177.93256321407586
1987-04-29,177.93256321407586,329.91021232051696
1987-04-30,329.91021232051696,-34.36777952567006
1987-05-01,-34.36777952567006,33.187234947219835
1987-05-04,33.187234947219835,515.1216936071901
1987-05-05,515.1216936071901,5.282717222176604
